SampleType_GrowthCondtion,SampleType,Bacteroidota,Myxococcota,Planctomycetota,Chloroflexi,Acidobacteriota,Firmicutes,Gemmatimonadota,Crenarchaeota,Nitrososphaeraceae
Leaf_Full N,Leaf,0.60852982,0.000693481,8.67E-05,0.000144475,0.000346741,0.00280282,0.000288951,5.78E-05,5.78E-05
Leaf_Low N,Leaf,0.459691252,0,0,0,0.000343053,0.006060606,0,0,0
Leaf_Full N,Leaf,0.432913269,0.000926612,0.000555967,0.000833951,0.000926612,0.00074129,0.000277984,9.27E-05,9.27E-05
Leaf_Low N,Leaf,0.520548356,0,0.000419966,0.000599952,0.000269978,0.001649868,0.00011999,0.000299976,0.000299976
Leaf_Full N,Leaf,0.7382428,0,0,0,0,0.003645643,0,0,0
Leaf_Low N,Leaf,0.380911541,0,4.08E-05,0,4.08E-05,0.005227477,0,0,0
Leaf_Full N,Leaf,0.592946802,0,0,0.009563658,0,0.066646742,0,0,0
Leaf_Low N,Leaf,0.665587997,0,0,0,0.000147091,0.011840847,0,0,0
Leaf_Full N,Leaf,0.284345048,0,0.003194888,0,0.012779553,0.025559105,0,0,0
Leaf_Low N,Leaf,0.080597015,0,0,0.035820896,0,0.179104478,0,0,0
Leaf_Full N,Leaf,0.196369521,0,0.000351791,0.002181102,0.010975867,0.022444241,0.002181102,0,0
Leaf_Low N,Leaf,0.168831169,0,0,0.004329004,0.010822511,0.012987013,0,0.004329004,0.004329004
Leaf_Full N,Leaf,0.145858833,0.009383925,0,0.007343941,0.036107711,0.079151367,0,0,0
Leaf_Low N,Leaf,0.108311319,0.009754115,0.008128429,0.006705954,0.143873197,0.056086161,0.001625686,0.001219264,0.001219264
Leaf_Full N,Leaf,0.114618564,0.000375799,0,0,0.010898159,0.022172116,0,0,0
Leaf_Low N,Leaf,0.185378684,0.002044354,0.000944468,0.00063363,0.00081296,0.001542232,0.000394524,0.000418435,0
Leaf_Full N,Leaf,0.001718213,0,0,0,0.000859107,0.007731959,0,0,0
Leaf_Low N,Leaf,0.090551181,0,0,0.023622047,0,0.003937008,0,0,0
Leaf_Full N,Leaf,0.117624953,0,0.000563698,0,0,0.004697482,0,0,0
Leaf_Low N,Leaf,0.235602094,0,0,0,0.001745201,0.116928447,0,0,0
Leaf_Full N,Leaf,0.088547816,0,0,0.007083825,0.008264463,0.25501771,0,0,0
Leaf_Low N,Leaf,0.05986261,0,0,0,0.016683023,0.172718351,0.000981354,0,0
Leaf_Full N,Leaf,0.046296296,0.001610306,0.003220612,0,0,0.004025765,0.001207729,0,0
Leaf_Low N,Leaf,0.532725322,0.002682403,0,0.000536481,0.000536481,0.001072961,0,0,0
Leaf_Full N,Leaf,0.362879177,0,0.000514139,0.000616967,0.000719794,0.000514139,0.000308483,0.000205656,0.000205656
Leaf_Low N,Leaf,0.465652858,7.49E-05,0,7.49E-05,0,0.002996479,0,0,0
Leaf_Full N,Leaf,0.540944738,0.000455955,0,0,0.001732628,0.007568849,0.000820719,0.000182382,0.000182382
Leaf_Low N,Leaf,0.398558431,0,0.000256016,0.000295404,0.000984678,0.003406987,0.000256016,0,0
Leaf_Full N,Leaf,0.631428959,0,0,0,0,0.001357036,0,0,0
Leaf_Low N,Leaf,0.191489362,0,0,0,0,0.005319149,0,0,0
Leaf_Full N,Leaf,0.333436917,0.009633313,0,0.002175264,0.002486016,0.010565569,0.004350528,0.001243008,0.001243008
Leaf_Low N,Leaf,0.053395099,0.009325856,0,0,0.00865537,0.495489455,0.003413385,0,0
Leaf_Full N,Leaf,0.236693017,0.000329381,0,0,0.000329381,0.001844532,0,0,0
Leaf_Low N,Leaf,0.386586826,0,0,0,0,0.000718563,0,0,0
Leaf_Full N,Leaf,0.319802306,0,0,0,0.000131796,0.002174629,0.000197694,0,0
Leaf_Low N,Leaf,0.480148883,0,0,0,0.001861042,0,0.000620347,0,0
Leaf_Full N,Leaf,0.319148936,0.014184397,0.035460993,0,0.035460993,0.134751773,0,0.028368794,0.028368794
Leaf_Low N,Leaf,0.226600985,0.008866995,0.002955665,0.000492611,0.002463054,0.073891626,0.003448276,0,0
Leaf_Full N,Leaf,0.24009324,0,0.016317016,0.016317016,0.016317016,0.107226107,0,0.002331002,0.002331002
Leaf_Low N,Leaf,0.104486785,0,0,0,0.001229256,0.012292563,0.000614628,0.000921942,0.000921942
Leaf_Full N,Leaf,0.558757485,0.000374251,0.000374251,0,0.000374251,0.001497006,0,0,0
Leaf_Low N,Leaf,0.583125667,0,0.002135991,0,0,0.021003916,0,0,0
Leaf_Full N,Leaf,0.567609368,0.000540089,0,0.000810134,0.002430402,0.001227476,0.000122748,0.000319144,0
Leaf_Low N,Leaf,0.101392676,0.005158058,0.002284283,0.000663179,0.005010685,0.00957925,0,0,0
Leaf_Full N,Leaf,0.445767412,0,0,0.000815528,0.001141739,0.00146795,0,0,0
Leaf_Low N,Leaf,0.466078323,0.00275786,0,0,0,0.018753447,0,0,0
Leaf_Full N,Leaf,0.31201867,0.001400233,0,0.001400233,0.001866978,0.003267211,0,0.000466744,0.000466744
Leaf_Low N,Leaf,0.50697026,0.012081784,0.021840149,0,0,0.069237918,0,0,0
Leaf_Full N,Leaf,0.221129972,0.000202686,0,0,0,0.003546998,0,0,0
Leaf_Low N,Leaf,0.781803775,0.000720357,0,0.000360179,0,0.000936464,0,0,0
Leaf_Full N,Leaf,0.24225834,0,0,0.000171086,0,0.039863131,0,0.000171086,0.000171086
Leaf_Low N,Leaf,0.36775445,0,0.000684619,0.000114103,0.001483341,0.038566864,0.002053857,0.001939754,0.001939754
Leaf_Full N,Leaf,0.065217391,0,0,0,0,0.043478261,0,0,0
Leaf_Low N,Leaf,0.55906822,0.003327787,0,0.001663894,0.001663894,0.013311148,0,0,0
Leaf_Full N,Leaf,0.222222222,0.018518519,0.037037037,0,0,0.074074074,0,0,0
Leaf_Low N,Leaf,0.289841884,0.000910022,0,0,0,0.001592538,0,0,0
Leaf_Full N,Leaf,0.238391436,0,0,0.000144655,0,0.01677998,0,0,0
Leaf_Low N,Leaf,0.154224154,0,0.000189,0,0.000378,0.000189,0,0,0
Leaf_Full N,Leaf,0.353181955,0.001766556,4.31E-05,8.62E-05,4.31E-05,0.002025076,0,0,0
Leaf_Low N,Leaf,0.18956044,0,0,0,0.003663004,0.008241758,0,0,0
Leaf_Full N,Leaf,0.182501911,7.40E-05,0,4.93E-05,0,0.073484083,2.47E-05,0.00081375,0.00081375
Leaf_Low N,Leaf,0.26180022,0,0,0,0,0.046103183,0,0,0
Leaf_Full N,Leaf,0.127593361,0,0,0,0.000282912,0.045171633,0,0.000377216,0.000377216
Leaf_Low N,Leaf,0.126817447,0.000807754,0,0.000807754,0.003231018,0.013731826,0,0.000807754,0.000807754
Leaf_Full N,Leaf,0.401469538,3.40E-05,0,0,0.000850427,0.001258632,0,0,0
Leaf_Low N,Leaf,0.1718314,0.000293729,0,0.000734322,0,0.000146864,0,0,0
Leaf_Full N,Leaf,0.204101804,0,0.000370645,0,0.000494193,0.011489993,0,0,0
Leaf_Low N,Leaf,0.237492585,0.000790983,0,0.000197746,0,0.001779711,0,0,0
Leaf_Full N,Leaf,0.625,0,0,0,0.005208333,0.002604167,0,0,0
Leaf_Low N,Leaf,0.085746102,0,0,0,0,0.0077951,0,0,0
Leaf_Full N,Leaf,0.258855586,0,0,0,0,0.019073569,0,0,0
Leaf_Low N,Leaf,0.48397838,4.83E-05,0,0,0,0.001399479,0,0,0
Leaf_Full N,Leaf,0.26779661,0,0,0.003389831,0.010169492,0.142372881,0,0,0
Leaf_Low N,Leaf,0.464285714,0,0,0.007518797,0,0.016917293,0,0,0
Leaf_Full N,Leaf,0.354173736,0,0.000118765,0,8.48E-05,0.003902273,0,0,0
Leaf_Low N,Leaf,0.182833665,0.00139094,0.000748967,0.002332499,0.006055937,0.019194967,0.001540733,0.001219747,0.001219747
Leaf_Full N,Leaf,0.125139487,0,0,0,0.001275307,0.019767256,0,0.001275307,0.001275307
Leaf_Low N,Leaf,0.150585803,0,0,0,0.003445899,0.010337698,0.005513439,0,0
Leaf_Full N,Leaf,0.235294118,0.00245098,0,0.00245098,0,0.029411765,0,0,0
Leaf_Low N,Leaf,0.181321872,0.000116158,0,0,0.000580788,0.003368568,0,0,0
Leaf_Full N,Leaf,0.413934426,0,0,0,0.000512295,0.003586066,0,0,0
Leaf_Low N,Leaf,0.244444444,0,0,0,0,0.12345679,0,0,0
Leaf_Full N,Leaf,0.106060606,0,0,0,0,0.207070707,0,0,0
Leaf_Low N,Leaf,0.444188192,0,0,0.012453875,0.007380074,0.077490775,0,0,0
Leaf_Full N,Leaf,0.550359712,0.012332991,0,0,0.013874615,0.039568345,0,0,0
Leaf_Low N,Leaf,0.238993711,0,0,0.006289308,0,0.031446541,0.006289308,0,0
Leaf_Full N,Leaf,0.420651421,0.001386001,0,0.011088011,0.004851005,0.074844075,0,0,0
Leaf_Low N,Leaf,0.167525773,0,0.003221649,0,0.010309278,0.047036082,0,0,0
Leaf_Full N,Leaf,0.286350148,0.005934718,0,0,0.002967359,0.099406528,0,0,0
Leaf_Low N,Leaf,0.2375,0,0,0,0,0.025,0,0.00625,0.00625
Leaf_Full N,Leaf,0.120717202,0.003372981,0.003905557,0.008521214,0.037102787,0.012604296,0,0,0
Leaf_Low N,Leaf,0.32173913,0,0,0,0,0.056521739,0,0,0
Leaf_Full N,Leaf,0.144804089,0,0,0,0,0.065587734,0,0,0
Leaf_Low N,Leaf,0.146550155,0,0,0,0,0.010012743,0,0,0
Leaf_Full N,Leaf,0.087557604,0,0.004608295,0,0,0.00921659,0.004608295,0,0
Leaf_Low N,Leaf,0.042269188,0,0.006674082,0,0.003893215,0.141824249,0.001112347,0.005561735,0.005561735
Leaf_Full N,Leaf,0.125,0,0,0,0,0,0,0,0
Leaf_Low N,Leaf,0.142468782,0.042839218,0.058552907,0.037282667,0.137599331,0.047469678,0.016580032,0.009709028,0.006930752
Leaf_Full N,Leaf,0.340080972,0.004048583,0,0,0,0.04048583,0,0,0
Leaf_Low N,Leaf,0.300185874,0,0,0,0,0.001858736,0.000929368,0,0
Leaf_Full N,Leaf,0.190283401,0,0,0,0,0.036437247,0,0.004048583,0.004048583
Leaf_Low N,Leaf,0.207079646,0.011504425,0,0,0.004424779,0.316814159,0,0,0
Leaf_Full N,Leaf,0.050796266,0,0,0,0.008237232,0.098297639,0,0,0
Leaf_Low N,Leaf,0.280475719,0,0.00099108,0,0.00099108,0.015857284,0,0.00099108,0.00099108
Leaf_Full N,Leaf,0.040002125,0.00029218,0.000132809,0.000185933,0.000185933,0.000743731,7.97E-05,0,0
Leaf_Low N,Leaf,0.120300752,0,0.003759398,0,0,0.041353383,0,0,0
Leaf_Full N,Leaf,0.071175279,0,0,0.040273556,0.043059777,0.049392097,0,0,0
Leaf_Low N,Leaf,0.20232965,0.000298673,0.000597346,0.000213338,0.008789521,0.013824295,4.27E-05,0,0
Leaf_Full N,Leaf,0.135245234,0,0,0,0.000855467,0.001629461,0,0,0
Leaf_Low N,Leaf,0.200770918,1.01E-05,0,0,0,0.00172098,0,0,0
Leaf_Full N,Leaf,0.080815241,0.008063802,0.004401122,0.005671245,0.035031753,0.021651159,0.002097179,0.001595038,0.001063358
Leaf_Low N,Leaf,0.407776925,0.002814019,0,0,0,0.002558199,0.001534919,0,0
Leaf_Full N,Leaf,0.031426887,0,0,0,0.00026533,0.002314269,0,0,0
Leaf_Low N,Leaf,0.220264317,0,0,0,0,0.124449339,0,0,0
Leaf_Full N,Leaf,0.079691604,6.82E-05,0,0.000102344,0,0.003104425,0,0,0
Leaf_Low N,Leaf,0.033321902,0,0,0,0,0.000100023,0,1.43E-05,1.43E-05
Leaf_Low N,Leaf,0.170771757,0.000164204,0.000164204,0,0.002627258,0.029064039,0,0,0
Leaf_Full N,Leaf,0.359614969,0,0,0,0.00021631,0.041639628,0,0,0
Leaf_Low N,Leaf,0.186347305,0,0,0.000479042,0.000239521,0.008862275,0,0.000479042,0.000479042
Leaf_Full N,Leaf,0.495359629,0,0.001160093,0.001160093,0,0.00812065,0.000386698,0,0
Leaf_Low N,Leaf,0.650208623,0,0,0,0,0.003477051,0,0,0
Leaf_Full N,Leaf,0.284479052,0.02484116,0.013853724,0.032341279,0.148187073,0.043758659,0.002101944,0.012516123,9.55E-05
Leaf_Low N,Leaf,0.102121687,0.001073227,8.26E-05,8.26E-05,0.004210353,0.00668703,0,0,0
Leaf_Full N,Leaf,0.114028777,0,0,0,0.000479616,0.002278177,0,0,0
Leaf_Low N,Leaf,0.278301887,0,0,0,0,0.155660377,0,0,0
Leaf_Full N,Leaf,0.261133603,0.001156738,0,0.003470214,0.000289184,0.005494505,0.002891845,0.003181029,0.003181029
Leaf_Low N,Leaf,0.062295082,0.027868852,0.01147541,0.000819672,0.020491803,0.043442623,0,0,0
Leaf_Full N,Leaf,0.609756098,0,0,0,0,0,0,0,0
Leaf_Low N,Leaf,0.494986257,2.55E-05,0,0.000712613,0.001450677,0.046065357,0,0.00053446,0.000407208
Leaf_Full N,Leaf,0.297722868,0.000242248,0,0,0.001695736,0.001695736,0,0,0
Leaf_Low N,Leaf,0.13917004,0,0.013663968,0.017206478,0,0.010121457,0.018218623,0,0
Leaf_Full N,Leaf,0.47147651,0.001677852,0,0,0,0.026845638,0,0,0
Leaf_Low N,Leaf,0.167209025,0,0,0,0.000108472,0.000433887,0,0,0
Leaf_Full N,Leaf,0.354610784,9.65E-05,2.41E-05,2.41E-05,2.41E-05,0.015361242,2.41E-05,0,0
Leaf_Low N,Leaf,0.511212715,0.000108861,0,0.000108861,0.000979752,0.000762029,0,0,0
Leaf_Full N,Leaf,0.550767414,0.000590319,0,0,0,0.00472255,0,0.000590319,0.000590319
Leaf_Low N,Leaf,0.2960199,0.001243781,0,0.009950249,0,0.072139303,0,0,0
Leaf_Full N,Leaf,0.198365335,0.000259471,0.000648677,0,0.002983913,0.003502854,0,0.000129735,0.000129735
Leaf_Low N,Leaf,0.008379499,0,0,0,0,0.001336266,0,0.001586816,0.001586816
Leaf_Full N,Leaf,0.226347611,0,0,0,0,0.009282126,8.52E-05,0,0
Leaf_Low N,Leaf,0.373193448,0,0.00021411,0,0.001498769,0.03350819,0,0,0
Leaf_Full N,Leaf,0.187065369,0,0,0,0,0.005910987,0,0,0
Leaf_Low N,Leaf,0.035201482,0.000463177,0,0,0,0.043075498,0,0,0
Leaf_Full N,Leaf,0.025500244,0.000122011,0,0,0,0,0,0,0
Leaf_Low N,Leaf,0,0,0,0,0,0,0,0,0
Leaf_Full N,Leaf,0.573444851,0,0,0,0.002090957,0.020909566,0,0,0
Leaf_Low N,Leaf,0.420618557,0.000589102,0,0,0.001767305,0.022680412,0.000589102,0,0
Leaf_Full N,Leaf,0.115918175,0.000470256,0.000235128,0.000235128,0.000235128,0.000940513,0,0,0
Leaf_Low N,Leaf,0.259663866,0,0,0,0.002521008,0.010084034,0,0,0
Leaf_Full N,Leaf,0.239795918,0,0.010204082,0.005102041,0,0.076530612,0,0,0
Leaf_Low N,Leaf,0.463363677,0,0,0.000746157,0,0.026712431,0.000895389,0,0
Leaf_Full N,Leaf,0.542234332,0,0,0,0.004541326,0.152588556,0,0.000908265,0
Leaf_Low N,Leaf,0.133621077,0,8.99E-05,0.00062944,0.00143872,0.014567035,0,0,0
Leaf_Full N,Leaf,0.419762014,0,0,0,0,0.008480705,0,0,0
Leaf_Low N,Leaf,0.444385872,0,0,0,0.001581444,0.001581444,0,0,0
Leaf_Full N,Leaf,0.438797948,0.00024432,0,0,0.00024432,0.00578223,0,0,0
Leaf_Low N,Leaf,0.553634752,0,0,0.000443262,0,0.012411348,0,0,0
Leaf_Full N,Leaf,0.490808824,0,0,0.009191176,0.005514706,0.025735294,0,0,0
Leaf_Low N,Leaf,0.491595518,0.007870864,0,0,0,0.009071505,0,0,0
Leaf_Full N,Leaf,0.360785068,0,0.000577256,0,0,0.000769675,0,0,0
Leaf_Low N,Leaf,0.189215179,0.001997189,0,0,0.001849249,0.078851986,0,0,0
Leaf_Full N,Leaf,0.233342473,0,0.004661366,0.000274198,0.000274198,0.001919386,0,0,0
Leaf_Low N,Leaf,0.55920484,0,0.000864304,0,0,0.02852204,0,0,0
Leaf_Full N,Leaf,0.278702892,0.001752848,0.007011394,0.003505697,0.007011394,0.004382121,0.000876424,0.000876424,0.000876424
Leaf_Low N,Leaf,0.355963303,0.00146789,0.00146789,0.001100917,0.002201835,0.005137615,0.001100917,0,0
Leaf_Full N,Leaf,0.589549865,0.000159058,0,0.000477175,0.002306346,0.009145857,0,0,0
Leaf_Low N,Leaf,0.457995318,0,0,0,0,0.000816682,0,0,0
Leaf_Full N,Leaf,0.592346907,0.000429949,6.14E-05,0,0,0.000245685,0,0,0
Leaf_Low N,Leaf,0.330188679,0,0,0,0.006289308,0.047169811,0.006289308,0,0
Leaf_Full N,Leaf,0.703942652,5.12E-05,5.12E-05,0,0.000665643,0.008090118,5.12E-05,0.000204813,0.000204813
Leaf_Low N,Leaf,0.489137519,0,0.000434499,0.000108625,0.00021725,0.000868998,0,0,0
Leaf_Full N,Leaf,0.548090454,0.000327257,3.27E-05,6.55E-05,0,0.00022908,3.27E-05,0,0
Leaf_Low N,Leaf,0.284547311,0,0,0,0.012933969,0.067733152,0,0,0
Leaf_Full N,Leaf,0.623794649,0.007198153,0.000135814,0,0,0.000135814,0.007605596,0,0
Leaf_Low N,Leaf,0.724495644,0,0,0,2.87E-05,0.001146263,0,0,0
Leaf_Full N,Leaf,0.565490525,0.000732908,0,0.000314103,0,0.001151712,0.000314103,0,0
Leaf_Low N,Leaf,0.586241029,8.25E-05,0,0,8.25E-05,8.25E-05,0,0,0
Leaf_Full N,Leaf,0.671247684,0.000115812,0,0.000154416,0.000270229,0.001852996,0.000231624,0,0
Leaf_Low N,Leaf,0.147328426,0,0,0.000189979,0.000332463,0,9.50E-05,0.000189979,0.000189979
Leaf_Full N,Leaf,0.125423729,0,0.010169492,0,0,0.050847458,0.003389831,0,0
Leaf_Low N,Leaf,0.409582689,0.000386399,0.000772798,0,0.000386399,0.006568779,0.000386399,0,0
Leaf_Full N,Leaf,0.430299472,0,0,0.000587199,0.00023488,0.000704639,0.00011744,0,0
Leaf_Low N,Leaf,0.429232957,0.000198459,0,0.000694605,0.000330764,0.001422287,0,6.62E-05,6.62E-05
Leaf_Full N,Leaf,0.253263708,0,0,0,0,0,0,0.002610966,0.002610966
Leaf_Low N,Leaf,0.206746464,0.004352557,0,0,0.005440696,0.193688792,0,0,0
Leaf_Full N,Leaf,0.223751475,0,0,0.000589855,0.002752654,0.022217853,0.006291781,0.008454581,0.008454581
Leaf_Low N,Leaf,0.116110305,0.005805515,0,0.001451379,0.001451379,0.002902758,0.002177068,0.001451379,0.001451379
Leaf_Full N,Leaf,0.174262735,0,0,0,0,0.039320822,0,0,0
Leaf_Low N,Leaf,0.031648559,0.000472367,0,0,0,0.018422296,0,0,0
Leaf_Full N,Leaf,0.076595745,0,0.00141844,0,0.00141844,0.028368794,0.00141844,0,0
Leaf_Low N,Leaf,0.13816156,0.002228412,0,0.003342618,0,0.044196843,0.003342618,0,0
Leaf_Full N,Leaf,0.178622669,0.003586801,0.0017934,0.00017934,0.00161406,0.0026901,0,0,0
Leaf_Low N,Leaf,0.383747629,0.01028252,0.001725638,0.006759937,0.005148391,0.01183702,0.00048489,0,0
Leaf_Full N,Leaf,0.339579599,0,0.008636141,0.001955353,0.004888382,0.076095812,0.001140622,0,0
Leaf_Low N,Leaf,0.66484375,0.000520833,0.00078125,0.001041667,0.001666667,0.007447917,0.000989583,0.000104167,0.000104167
Leaf_Full N,Leaf,0.632867133,0.013986014,0,0,0,0.059440559,0,0,0
Leaf_Low N,Leaf,0.181384248,0.001193317,0.003579952,0.001193317,0.001193317,0.00477327,0,0.007159905,0.007159905
Leaf_Full N,Leaf,0.214285714,0,0,0.015306122,0.020408163,0.173469388,0.005102041,0,0
Leaf_Low N,Leaf,0.060606061,0.045454545,0,0,0.015151515,0.015151515,0,0,0
Leaf_Full N,Leaf,0.250521921,0.022964509,0.010438413,0.004175365,0.016701461,0.025052192,0,0,0
Leaf_Low N,Leaf,0.166666667,0,0,0,0.015151515,0.045454545,0,0,0
Leaf_Full N,Leaf,0.153626851,0.001069103,0.001393074,0.001425471,0.002073412,0.049826676,0.001069103,0.000518353,0.000518353
Leaf_Low N,Leaf,0.109880668,0,0.000286396,0,0.000477327,0.01451074,0,0,0
Leaf_Full N,Leaf,0.070703125,0,0,0,0.004882813,0.005371094,0,0,0
Leaf_Low N,Leaf,0.104191981,0.000151883,0,0.00045565,0.0018226,0.004252734,0,0,0
Leaf_Full N,Leaf,0.163268956,0,0,0,0,0.043812589,0,0,0
Leaf_Low N,Leaf,0.151027703,0,0.000223414,0,0.006032172,0.039320822,0,0,0
Leaf_Full N,Leaf,0.126760563,0,0,0,0,0.084507042,0,0,0
Leaf_Low N,Leaf,0.048039061,0.000157505,0,0,0,0,0,0,0
Leaf_Full N,Leaf,0.163907285,0.010375276,0.012693157,0.008498896,0.026710817,0.145695364,0.004083885,0,0
Leaf_Low N,Leaf,0,0,0,0,0,0,0,0,0
Leaf_Full N,Leaf,0.105476673,0.020283976,0.014198783,0.006085193,0.006085193,0.07505071,0.004056795,0,0
Leaf_Low N,Leaf,0.237538647,0.001206546,0.001809818,0.000904909,0.008370409,0.024055501,0,0.001206546,0.001206546
Leaf_Full N,Leaf,0.106622517,0.000662252,0.005960265,0.001986755,0.000662252,0.066225166,0,0,0
Leaf_Low N,Leaf,0.442916474,0.000353792,0,0,0,0.002415013,0,0,0
Leaf_Full N,Leaf,0.122368982,4.26E-05,0,0,4.26E-05,0.00017043,0,0,0
Leaf_Low N,Leaf,0.268302494,0,0,0.008045052,0,0.006838294,0,0,0
Leaf_Full N,Leaf,0.19697114,0,0.000142871,7.94E-05,4.76E-05,0.003651141,0,4.76E-05,4.76E-05
Leaf_Low N,Leaf,0.430463576,0,0.005794702,0,0.003725166,0.005380795,0,0,0
Leaf_Full N,Leaf,0.414032819,4.04E-05,0,0,0,0.000565839,0,8.08E-05,8.08E-05
Leaf_Low N,Leaf,0.27440678,0.000847458,0,0,0.003050847,0.004915254,0,0.000508475,0.000508475
Leaf_Full N,Leaf,0.221821955,0,0.000430722,0,0.000743975,0.000939758,0.000293674,0,0
Leaf_Low N,Leaf,0.016853933,0,0,0,0,0.016853933,0,0,0
Leaf_Full N,Leaf,0.1398823,0,0,0,0.001358081,0.025803531,0,0,0
Leaf_Low N,Leaf,0.195121951,0.008130081,0.016260163,0.016260163,0.032520325,0.016260163,0,0.008130081,0.008130081
Leaf_Full N,Leaf,0.147078788,0.003878788,0.001769697,4.85E-05,0.006157576,0.045454545,0.000460606,0,0
Leaf_Low N,Leaf,0.431372549,0.002941176,0.001960784,0,0.000980392,0.024509804,0.000980392,0.000980392,0.000980392
Leaf_Full N,Leaf,0.49731973,0.002939651,0,0.000691683,0.000864603,0.000345841,0,0,0
Leaf_Low N,Leaf,0.305882353,0,0.008235294,0.000588235,0.001176471,0.004705882,0.000588235,0,0
Leaf_Full N,Leaf,0.245795021,0,0,0,0.000224266,0.011661808,0,0,0
Leaf_Low N,Leaf,0.182216656,0,0,0.008140263,0.009392611,0.058860363,0,0.003757044,0.003757044
Leaf_Full N,Leaf,0.186046512,0,0,0,0.015503876,0.011627907,0.007751938,0,0
Leaf_Low N,Leaf,0.412726778,0.000505031,0,0.000116546,0,0.003263276,7.77E-05,0,0
Leaf_Full N,Leaf,0.110033445,0.0090301,0.001505017,0,0.009698997,0.169732441,0,0,0
Leaf_Low N,Leaf,0.079285986,0.006360465,0.011607117,0.00586218,0.020195211,0.153237389,0.005891491,0.001524167,0
Leaf_Full N,Leaf,0.49297066,0,0,0,0,0,0,5.09E-05,5.09E-05
Leaf_Low N,Leaf,0.368295412,0.000298396,0,0,0.002088773,0.005445729,0,7.46E-05,7.46E-05
Leaf_Full N,Leaf,0.591611479,0,0,0.00147167,0,0.003679176,0,0.000735835,0.000735835
Leaf_Low N,Leaf,0.065099458,0.005424955,0,0.001808318,0.003616637,0.012658228,0.001808318,0,0
Leaf_Full N,Leaf,0.504233032,0.003013345,0,0,0,0.001291433,0,0,0
Leaf_Low N,Leaf,0.160798184,0.005912474,0.002481128,0,0.011824949,0.11307607,0.003272977,0,0
Leaf_Full N,Leaf,0.080507109,0,0,0,3.58E-05,0.001325073,3.58E-05,0,0
Leaf_Low N,Leaf,0.446803435,0.002146947,0,0.000954198,0.002385496,0.003816794,0.00023855,0,0
Leaf_Full N,Leaf,0.274795268,0.000545951,0.004367607,0.000545951,0,0.010009099,0.000545951,0,0
Leaf_Low N,Leaf,0.149553571,0,0,0,0,0,0,0,0
Leaf_Full N,Leaf,0.242038217,0.007165605,0.002388535,0.001592357,0.006369427,0.023089172,0.003184713,0.001592357,0.001592357
Leaf_Low N,Leaf,0.634555167,0,0,6.14E-05,6.14E-05,0,0,0,0
Leaf_Full N,Leaf,0.147058824,0,0,0,0.009803922,0,0,0,0
Leaf_Low N,Leaf,0.399,0.007,0,0.002,0.007,0.039,0,0,0
Leaf_Full N,Leaf,0.16851595,7.71E-05,0.000500848,0.000269687,0.004661735,0.018569888,3.85E-05,0,0
Leaf_Low N,Leaf,0.026303805,3.64E-05,1.82E-05,0,0,7.29E-05,1.82E-05,0,0
Leaf_Full N,Leaf,0.098412698,0,0,0,0.00031746,0.002539683,0,0,0
Leaf_Low N,Leaf,0.064085447,0,0,0.040053405,0,0,0,0,0
Leaf_Full N,Leaf,0.388384255,0,7.51E-05,0.000250231,0.000250231,0.001025949,0.000250231,0.00047544,0.00047544
Leaf_Low N,Leaf,0.169354839,0.016129032,0,0,0.024193548,0.008064516,0.024193548,0.080645161,0.080645161
Leaf_Full N,Leaf,0.088078507,0,0,0,0,0.002786528,0,0,0
Leaf_Low N,Leaf,0.23571175,0.002366584,0.002011596,0.000591646,0.003194888,0.053011478,0.000828304,0.003431547,0.003431547
Leaf_Full N,Leaf,0,0,0,0,0,0,0,0,0
Leaf_Low N,Leaf,0.577114428,0,0,0,0,0.004975124,0,0,0
Leaf_Full N,Leaf,0.259514083,0,0,0,0.000215008,0.027520963,0,0,0
Leaf_Low N,Leaf,0.086956522,0.028985507,0,0,0,0.014492754,0,0,0
Leaf_Full N,Leaf,0.484909457,0.000251509,0,0,0,0.006036217,0,0,0
Leaf_Low N,Leaf,0.319688109,0.003898635,0,0,0.001949318,0.072124756,0,0,0
Leaf_Full N,Leaf,0.203045685,0.025380711,0.005076142,0.008460237,0.025380711,0.087986464,0.010152284,0.001692047,0.001692047
Leaf_Low N,Leaf,0.026058632,0,0,0.061889251,0,0.06514658,0,0,0
Leaf_Full N,Leaf,0.069266055,0,0,0,0,0.017431193,0,0,0
Leaf_Low N,Leaf,0.05626681,0,0,0.008606778,0.008499193,0.028079613,0,0.000107585,0.000107585
Leaf_Full N,Leaf,0.218970668,6.79E-05,0,0,0,0.013240087,0,0,0
Leaf_Low N,Leaf,0.082631038,0,0,0,0,0.024049332,0,0,0
Leaf_Full N,Leaf,0.13090339,0.0397152,0.020772095,0.01796329,0.067084721,0.023319616,0.008295774,0.008753021,0.006401463
Leaf_Low N,Leaf,0.19138706,0,0,0.006376084,0,0.012752169,0,0,0
Leaf_Full N,Leaf,0.235416667,0.00625,0.00625,0.007291667,0.010416667,0.019791667,0,0.002083333,0.002083333
Leaf_Low N,Leaf,0.087179487,0,0,0,0,0.020512821,0,0,0
Leaf_Full N,Leaf,0.328989362,0,0,0,0,0.030585106,0,0,0
Leaf_Low N,Leaf,0.45483871,0.003225806,0.025806452,0,0,0.006451613,0,0,0
